Club Type,Club Brand,Club Model,Carry Distance,Total Distance,Ball Speed,Launch Angle,Launch Direction,Apex,Side Carry,Club Speed,Smash Factor,Descent Angle,Spin Rate,Spin Axis,Shot Type
pw,Mizuno,JPX 923 Hot Metal HL,79.4,89.3,71.7,19.4,-2.6,29.8,-0.8,62.9,1.14,31.6,7532.0,7.4,
pw,Mizuno,JPX 923 Hot Metal HL,90.0,97.3,75.5,22.8,-1.4,43.0,-0.4,69.0,1.09,38.3,7846.0,3.3,
pw,Mizuno,JPX 923 Hot Metal HL,94.2,103.1,78.9,19.6,-2.0,38.9,-1.4,69.6,1.13,35.0,7553.0,3.4,
pw,Mizuno,JPX 923 Hot Metal HL,111.5,118.0,87.4,23.0,1.8,61.5,7.3,72.9,1.2,43.5,8175.0,5.1,
pw,Mizuno,JPX 923 Hot Metal HL,98.1,105.2,79.2,25.2,-2.3,54.8,-4.1,70.1,1.13,42.7,7301.0,-0.9,
pw,Mizuno,JPX 923 Hot Metal HL,91.6,98.3,77.0,21.8,0.9,42.1,3.9,71.8,1.07,37.5,8432.0,4.7,
pw,Mizuno,JPX 923 Hot Metal HL,32.5,122.3,97.8,1.1,-4.6,0.6,-1.8,74.6,1.31,1.6,3239.0,18.7,
pw,Mizuno,JPX 923 Hot Metal HL,79.3,93.6,66.7,26.8,-0.5,37.9,0.7,71.2,0.94,35.9,2277.0,4.2,
pw,Mizuno,JPX 923 Hot Metal HL,103.5,109.8,82.3,25.4,-0.3,60.5,3.3,72.9,1.13,44.3,7721.0,5.7,
pw,Mizuno,JPX 923 Hot Metal HL,96.2,102.6,79.7,22.2,1.4,46.3,9.5,71.8,1.11,39.1,8825.0,13.3,
pw,Mizuno,JPX 923 Hot Metal HL,71.6,82.9,62.4,30.8,3.5,41.2,7.8,71.2,0.88,40.8,3021.0,12.8,
pw,Mizuno,JPX 923 Hot Metal HL,99.2,105.4,80.5,23.8,-0.0,52.5,6.2,70.1,1.15,41.6,8237.0,10.7,
pw,Mizuno,JPX 923 Hot Metal HL,102.5,108.1,82.9,23.6,2.3,55.1,11.7,72.9,1.14,42.4,9167.0,12.3,
pw,Mizuno,JPX 923 Hot Metal HL,85.9,93.2,72.9,25.1,-1.2,44.2,4.9,69.6,1.05,39.8,7154.0,15.4,
pw,Mizuno,JPX 923 Hot Metal HL,115.2,122.6,89.0,23.3,-7.4,65.1,-20.8,71.8,1.24,44.3,7078.0,-8.4,
d,TaylorMade,Qi10 Max,153.6,163.4,112.5,16.7,11.3,74.7,4.7,87.7,1.28,43.3,6337.0,-21.3,
d,TaylorMade,Qi10 Max,136.3,176.1,120.9,4.6,5.3,14.6,16.6,84.3,1.43,11.7,2791.0,6.7,
d,TaylorMade,Qi10 Max,162.3,191.6,121.7,9.0,11.3,30.1,37.7,88.2,1.38,18.7,2258.0,7.8,
d,TaylorMade,Qi10 Max,72.2,114.5,127.5,5.3,-4.1,5.6,-11.3,87.6,1.46,6.5,2003.0,-74.1,
d,TaylorMade,Qi10 Max,6.3,150.2,127.0,0.3,-0.7,0.0,-0.1,87.5,1.45,0.3,2280.0,-65.6,
d,TaylorMade,Qi10 Max,112.8,177.5,129.1,2.0,2.1,5.4,3.8,89.7,1.44,5.3,2482.0,-1.6,
d,TaylorMade,Qi10 Max,110.3,162.4,121.0,5.0,3.0,9.6,1.9,84.2,1.44,8.3,1832.0,-15.3,
d,TaylorMade,Qi10 Max,57.1,78.9,59.6,21.4,9.9,18.8,9.7,84.2,0.71,25.3,868.0,-2.0,
d,TaylorMade,Qi10 Max,106.0,150.2,111.7,2.3,0.5,11.8,4.1,85.2,1.31,14.3,11911.0,5.2,
d,TaylorMade,Qi10 Max,56.9,66.9,55.9,26.7,3.2,26.6,3.3,83.5,0.67,34.9,4160.0,0.4,
d,TaylorMade,Qi10 Max,142.3,179.8,123.6,8.6,7.5,22.0,5.9,86.2,1.43,14.6,1775.0,-30.0,
d,TaylorMade,Qi10 Max,12.1,153.3,124.8,0.2,1.0,0.0,0.2,86.2,1.45,0.2,2000.0,-10.8,
d,TaylorMade,Qi10 Max,161.1,187.4,118.2,8.2,10.2,34.5,39.6,83.4,1.42,23.4,3397.0,11.4,
d,TaylorMade,Qi10 Max,190.7,212.8,126.1,11.6,8.8,55.9,45.4,84.2,1.5,30.2,2894.0,13.3,
d,TaylorMade,Qi10 Max,181.0,204.5,126.1,8.6,6.3,45.6,37.3,87.8,1.44,28.0,3651.0,13.8,
d,TaylorMade,Qi10 Max,58.2,74.6,59.0,21.7,5.8,20.4,5.9,83.9,0.7,27.3,2231.0,-0.4,
d,TaylorMade,Qi10 Max,196.4,216.6,125.8,13.6,9.7,66.3,48.4,85.9,1.46,33.3,2733.0,11.8,
d,TaylorMade,Qi10 Max,166.5,198.7,123.3,7.2,4.0,32.1,26.6,85.5,1.44,21.6,3331.0,14.9,
d,TaylorMade,Qi10 Max,175.5,202.1,124.4,9.2,8.6,37.2,34.7,83.8,1.48,22.2,2598.0,8.6,
d,TaylorMade,Qi10 Max,83.3,105.3,88.0,6.9,-5.0,12.2,-3.1,84.9,1.04,15.0,6839.0,11.2,
d,TaylorMade,Qi10 Max,174.6,201.3,123.3,8.1,12.7,49.5,41.6,83.8,1.47,31.5,4644.0,2.0,
d,TaylorMade,Qi10 Max,98.9,140.6,125.9,6.3,3.7,9.8,-4.1,85.9,1.46,8.8,2066.0,-57.3,
d,TaylorMade,Qi10 Max,101.4,147.7,125.7,6.1,7.1,9.9,2.4,85.9,1.46,8.8,1890.0,-52.2,
d,TaylorMade,Qi10 Max,115.7,165.8,130.8,4.5,3.0,9.1,-2.2,88.1,1.48,7.6,1883.0,-30.4,
d,TaylorMade,Qi10 Max,166.2,191.3,118.2,10.6,13.5,37.8,37.3,81.0,1.46,22.8,2405.0,-2.2,
d,TaylorMade,Qi10 Max,147.2,186.8,128.1,5.8,4.3,17.5,3.1,88.1,1.45,12.2,2228.0,-15.4,
d,TaylorMade,Qi10 Max,192.8,219.2,125.9,14.6,11.4,57.4,21.7,85.8,1.47,28.0,1841.0,-19.0,
d,TaylorMade,Qi10 Max,168.1,194.0,123.3,14.3,6.6,44.7,-7.1,86.4,1.43,24.4,1883.0,-42.7,
d,TaylorMade,Qi10 Max,171.9,196.8,124.1,9.3,3.4,36.1,26.0,84.4,1.47,21.9,2651.0,17.3,
d,TaylorMade,Qi10 Max,178.5,191.7,119.2,21.0,6.2,110.9,38.8,87.4,1.36,49.4,4134.0,12.8,
d,TaylorMade,Qi10 Max,141.3,180.9,118.7,8.7,-5.2,22.3,-14.1,82.0,1.45,14.8,1638.0,-3.7,
d,TaylorMade,Qi10 Max,137.0,182.4,127.9,6.3,-2.7,15.9,-16.8,86.4,1.48,11.3,1933.0,-25.9,
d,TaylorMade,Qi10 Max,50.0,122.4,113.7,3.2,-7.2,2.3,-8.0,82.6,1.38,3.8,1296.0,-43.9,
d,TaylorMade,Qi10 Max,162.8,194.6,123.2,8.9,-1.8,29.2,-8.9,83.1,1.48,17.8,2142.0,-6.3,
pw,Mizuno,JPX 923 Hot Metal HL,83.4,110.3,93.6,2.0,2.4,1.7,11.8,72.9,1.28,3.3,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,100.9,111.8,81.9,21.2,4.1,45.9,14.2,72.9,1.12,37.2,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,113.2,123.3,87.0,22.8,-3.4,58.6,-8.5,72.4,1.20,41.2,,,Left
pw,Mizuno,JPX 923 Hot Metal HL,97.2,107.1,81.2,20.6,4.3,43.1,14.5,71.8,1.13,36.0,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,68.6,78.7,63.8,24.6,6.2,30.6,7.6,74.0,0.86,34.5,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,73.1,93.6,74.9,12.8,4.4,16.3,5.8,70.1,1.07,19.8,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,81.4,90.0,68.9,27.5,5.6,43.2,11.5,72.3,0.95,40.3,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,43.7,88.5,91.2,4.4,1.7,5.4,3.9,70.0,1.30,7.6,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,93.6,104.1,77.7,22.2,2.1,43.0,8.1,70.0,1.11,36.9,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,108.1,117.8,86.1,22.4,0.0,56.0,6.1,71.6,1.20,40.4,,,Straight
pw,Mizuno,JPX 923 Hot Metal HL,92.5,105.6,83.4,15.7,4.6,31.6,18.3,71.0,1.17,28.9,,,Right
pw,Mizuno,JPX 923 Hot Metal HL,64.7,104.4,86.9,5.4,-0.1,5.9,-0.0,71.9,1.21,8.5,,,Straight
pw,Mizuno,JPX 923 Hot Metal HL,98.7,114.5,83.7,17.1,-0.7,36.1,6.8,70.2,1.19,31.5,,,Straight
9i,Mizuno,JPX 923 Hot Metal HL,121.6,132.6,92.4,20.2,-0.2,59.0,7.3,77.9,1.19,40.7,,,Straight
9i,Mizuno,JPX 923 Hot Metal HL,127.0,137.7,95.0,21.3,-1.8,67.2,-5.1,78.4,1.21,43.1,,,Left
9i,Mizuno,JPX 923 Hot Metal HL,74.4,97.6,90.9,9.5,15.3,20.0,29.5,77.2,1.18,20.1,,,Right
9i,Mizuno,JPX 923 Hot Metal HL,82.5,100.4,77.3,14.4,-8.7,22.2,-12.3,75.5,1.02,24.1,,,Left
9i,Mizuno,JPX 923 Hot Metal HL,111.7,126.6,86.4,20.5,-3.8,50.6,-3.0,74.5,1.16,38.4,,,Left
9i,Mizuno,JPX 923 Hot Metal HL,61.9,105.8,101.5,2.0,-0.0,3.5,4.1,76.1,1.33,5.2,,,Straight
8i,Mizuno,JPX 923 Hot Metal HL,126.2,137.9,95.1,19.7,-3.0,61.4,-5.6,75.5,1.26,40.7,,,Left
8i,Mizuno,JPX 923 Hot Metal HL,53.6,79.2,68.6,10.8,6.0,9.0,5.7,78.2,0.88,14.5,,,Right
8i,Mizuno,JPX 923 Hot Metal HL,126.3,137.6,94.1,20.4,-2.5,62.4,-2.4,77.1,1.22,41.4,,,Left
8i,Mizuno,JPX 923 Hot Metal HL,111.1,140.9,104.6,6.3,-1.7,19.8,9.6,79.3,1.32,18.4,,,Left
8i,Mizuno,JPX 923 Hot Metal HL,114.8,126.1,85.7,23.0,-3.2,57.3,-7.9,78.2,1.10,41.3,,,Left
8i,Mizuno,JPX 923 Hot Metal HL,68.1,107.5,88.1,4.9,11.3,6.1,13.5,79.2,1.11,8.7,,,Right
8i,Mizuno,JPX 923 Hot Metal HL,77.3,133.5,104.5,2.3,1.6,5.4,6.2,78.7,1.33,7.0,,,Right
8i,Mizuno,JPX 923 Hot Metal HL,117.7,128.7,91.4,20.6,2.1,58.7,20.6,78.2,1.17,40.7,,,Right
7i,Mizuno,JPX 923 Hot Metal HL,134.3,146.9,103.9,13.4,-0.7,49.4,15.9,80.8,1.28,34.5,,,Straight
7i,Mizuno,JPX 923 Hot Metal HL,124.1,135.6,95.8,15.6,-6.0,46.9,-14.1,78.1,1.23,34.5,,,Left
7i,Mizuno,JPX 923 Hot Metal HL,82.1,119.7,101.9,3.9,-6.0,8.8,2.0,78.7,1.30,10.2,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,75.6,94.0,72.6,16.0,-10.8,21.3,-14.1,79.2,0.92,24.3,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,130.4,147.2,102.0,10.2,-7.6,32.9,-19.6,79.2,1.29,26.4,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,90.7,112.9,85.1,11.2,-3.6,18.9,-5.5,80.2,1.06,19.4,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,122.3,141.6,92.1,18.8,-4.9,52.8,-17.9,78.6,1.17,37.5,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,59.3,119.8,103.5,1.6,-10.9,3.6,-13.5,79.7,1.30,5.3,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,97.9,137.6,106.7,3.1,-6.5,9.7,-7.3,80.2,1.33,10.9,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,94.5,112.9,92.0,11.5,8.9,26.7,29.2,80.7,1.14,24.0,,,Right
6i,Mizuno,JPX 923 Hot Metal HL,26.2,48.9,47.6,13.1,-9.3,4.9,-4.2,78.0,0.61,14.8,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,73.1,136.2,101.4,2.1,-2.0,3.7,-2.6,80.1,1.27,5.3,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,98.2,119.1,83.3,16.7,1.5,33.6,2.4,81.2,1.03,29.6,,,Right
6i,Mizuno,JPX 923 Hot Metal HL,144.6,160.2,107.6,11.7,-4.7,46.1,-24.9,80.6,1.33,32.1,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,97.8,160.7,106.2,2.5,-6.5,7.1,-10.9,81.2,1.31,8.7,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,67.6,109.0,101.7,4.3,6.3,9.8,15.8,81.7,1.25,10.9,,,Right
6i,Mizuno,JPX 923 Hot Metal HL,142.6,199.5,120.8,2.7,-10.8,18.7,-26.4,92.0,1.31,17.2,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,119.1,137.6,97.2,10.9,-2.5,29.2,-5.0,86.5,1.12,24.4,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,125.0,144.5,101.5,9.5,-7.7,28.2,-16.6,91.4,1.11,23.4,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,70.1,82.4,65.7,22.0,-9.3,27.4,-11.2,80.5,0.82,31.2,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,81.1,98.5,74.4,16.8,-7.2,24.7,-10.0,79.5,0.94,26.3,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,121.7,138.5,97.3,11.4,-3.5,31.3,-6.7,82.8,1.18,25.9,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,155.2,173.7,108.5,12.3,-5.7,50.3,-25.7,82.2,1.32,33.8,,,Left
6i,Mizuno,JPX 923 Hot Metal HL,181.1,197.8,119.9,14.7,-7.3,80.1,-36.9,83.9,1.43,42.3,,,Left
3w,Callaway,Paradym Jailbreak AI,107.1,173.8,125.2,2.5,0.6,13.8,-3.0,94.2,1.33,12.3,,,Straight
3w,Callaway,Paradym Jailbreak AI,194.5,224.1,136.2,6.0,-4.0,43.4,-29.7,95.3,1.43,26.6,,,Left
3w,Callaway,Paradym Jailbreak AI,153.0,175.8,116.3,9.1,-0.0,37.6,-18.1,90.4,1.29,25.2,,,Straight
3w,Callaway,Paradym Jailbreak AI,182.3,208.9,128.0,8.7,1.6,52.6,16.0,93.7,1.37,31.1,,,Right
3w,Callaway,Paradym Jailbreak AI,139.8,162.9,121.9,5.7,6.7,26.5,45.0,93.1,1.31,19.6,,,Right
3w,Callaway,Paradym Jailbreak AI,5.7,52.1,46.0,2.7,-3.0,0.2,-0.3,93.7,0.49,2.8,,,Left
3w,Callaway,Paradym Jailbreak AI,134.0,171.6,118.6,3.7,1.4,14.2,3.5,92.0,1.29,12.6,,,Straight
3w,Callaway,Paradym Jailbreak AI,118.6,171.5,126.9,4.3,2.0,24.9,10.0,93.7,1.35,18.8,,,Right
3w,Callaway,Paradym Jailbreak AI,150.1,182.2,121.6,4.7,6.0,20.7,15.9,95.3,1.28,16.3,,,Right
3w,Callaway,Paradym Jailbreak AI,159.2,187.1,115.5,14.1,5.3,63.8,6.4,92.0,1.26,35.8,,,Right
d,TaylorMade,Qi10 Max,217.5,234.1,141.7,11.6,-1.9,77.5,27.7,96.8,1.46,35.0,,,Left
d,TaylorMade,Qi10 Max,166.6,194.9,142.7,7.3,-8.1,50.1,-63.3,97.3,1.47,26.8,,,Left
d,TaylorMade,Qi10 Max,204.3,219.0,138.3,10.4,-4.6,67.7,17.3,97.9,1.41,33.1,,,Left
d,TaylorMade,Qi10 Max,229.8,248.8,141.9,13.2,-1.2,90.1,-24.7,97.9,1.45,38.5,,,Straight
d,TaylorMade,Qi10 Max,101.3,168.0,135.4,2.5,-10.7,21.1,-25.2,97.9,1.38,16.2,,,Left
d,TaylorMade,Qi10 Max,223.5,241.4,140.9,12.4,1.7,84.1,3.7,97.9,1.44,37.2,,,Right
d,TaylorMade,Qi10 Max,203.3,228.7,143.2,7.5,-6.2,51.5,-65.1,97.4,1.47,27.3,,,Left
d,TaylorMade,Qi10 Max,60.0,107.0,122.3,7.1,-0.9,37.0,6.8,96.3,1.27,25.3,,,Straight
d,TaylorMade,Qi10 Max,205.4,222.8,140.7,10.2,-1.0,67.7,41.8,97.4,1.44,32.7,,,Straight
d,TaylorMade,Qi10 Max,213.9,230.2,141.6,10.8,-0.2,72.9,36.4,97.9,1.45,34.0,,,Straight
d,TaylorMade,Qi10 Max,212.6,241.1,141.5,7.2,-10.6,49.5,-38.8,97.9,1.45,27.0,,,Left
d,TaylorMade,Qi10 Max,164.1,205.8,126.2,4.4,-11.9,26.9,-33.6,98.5,1.28,20.4,,,Left
d,TaylorMade,Qi10 Max,214.8,234.0,140.1,10.1,-5.7,65.8,-11.0,96.3,1.45,32.0,,,Left
d,TaylorMade,Qi10 Max,210.2,231.7,136.3,9.7,-1.2,61.9,-4.0,97.4,1.40,31.8,,,Straight
d,TaylorMade,Qi10 Max,142.5,161.1,108.3,9.9,-6.6,37.0,-16.2,96.3,1.12,27.2,,,Left
3w,Callaway,Paradym Jailbreak AI,190.5,208.7,133.9,8.0,-0.6,53.3,6.6,94.0,1.42,30.3,,,Straight
3w,Callaway,Paradym Jailbreak AI,172.8,204.3,122.9,7.6,-8.5,39.7,-30.6,90.3,1.36,26.2,,,Left
3w,Callaway,Paradym Jailbreak AI,173.9,201.8,131.1,9.4,-4.6,58.8,-40.0,92.4,1.42,32.5,,,Left
3w,Callaway,Paradym Jailbreak AI,156.5,186.1,115.6,8.7,6.2,35.5,17.6,87.8,1.32,24.5,,,Right
3w,Callaway,Paradym Jailbreak AI,160.0,194.1,122.3,4.5,-6.5,22.5,-27.5,89.4,1.37,17.7,,,Left
3w,Callaway,Paradym Jailbreak AI,187.7,205.3,124.4,14.2,9.3,79.8,64.2,92.0,1.35,39.9,,,Right
3w,Callaway,Paradym Jailbreak AI,182.1,197.5,128.8,8.4,3.9,50.8,32.8,91.4,1.41,30.1,,,Right
3w,Callaway,Paradym Jailbreak AI,149.4,185.3,121.0,4.7,3.6,22.0,26.8,89.6,1.35,17.4,,,Right
3w,Callaway,Paradym Jailbreak AI,178.1,210.7,131.0,4.9,-2.7,32.5,-7.7,92.8,1.41,22.5,,,Left
3w,Callaway,Paradym Jailbreak AI,183.3,199.4,120.6,15.1,-1.5,77.4,-4.5,87.3,1.38,39.4,,,Right
3w,Callaway,Paradym Jailbreak AI,173.6,207.7,130.0,4.2,-1.6,27.7,-21.5,90.6,1.44,20.2,,,Left
3w,Callaway,Paradym Jailbreak AI,171.1,216.0,132.2,3.2,-1.5,23.9,-4.2,91.7,1.44,18.2,,,Right
3w,Callaway,Paradym Jailbreak AI,177.2,203.8,127.7,6.7,5.8,39.9,31.6,90.6,1.41,26.1,,,Right
3w,Callaway,Paradym Jailbreak AI,156.4,198.4,132.7,2.8,-1.7,22.5,-11.5,93.3,1.42,17.5,,,Left
3w,Callaway,Paradym Jailbreak AI,197.3,223.5,135.7,6.4,2.4,45.4,17.6,93.9,1.45,27.3,,,Right
3w,Callaway,Paradym Jailbreak AI,180.2,213.9,132.7,4.3,2.0,31.3,4.3,93.9,1.41,21.9,,,Right
3w,Callaway,Paradym Jailbreak AI,184.8,210.6,131.9,5.8,5.1,39.7,29.2,94.3,1.40,25.8,,,Right
3w,Callaway,Paradym Jailbreak AI,188.3,208.8,124.4,12.8,-2.0,70.5,-5.8,91.5,1.36,37.0,,,Left
3w,Callaway,Paradym Jailbreak AI,159.2,188.1,120.8,6.4,3.4,29.1,9.9,92.6,1.31,20.9,,,Right
3w,Callaway,Paradym Jailbreak AI,204.4,232.7,137.2,7.4,1.1,52.8,4.8,94.2,1.46,29.7,,,Straight
3w,Callaway,Paradym Jailbreak AI,214.1,236.9,138.9,9.2,2.8,66.4,11.6,95.3,1.46,33.9,,,Right
3w,Callaway,Paradym Jailbreak AI,205.2,239.6,140.2,5.9,0.3,45.6,-6.7,95.3,1.47,26.9,,,Straight
3w,Callaway,Paradym Jailbreak AI,204.5,222.2,134.6,9.3,6.1,63.3,7.4,94.8,1.42,33.8,,,Right
3w,Callaway,Paradym Jailbreak AI,210.9,227.0,136.2,11.0,3.8,74.6,26.8,94.3,1.44,36.5,,,Right
3w,Callaway,Paradym Jailbreak AI,180.7,202.7,131.8,7.6,6.6,50.7,54.6,95.3,1.38,30.2,,,Right
d,TaylorMade,Qi10 Max,192.2,208.1,137.3,9.3,0.0,61.1,42.4,98.5,1.39,31.6,,,Straight
d,TaylorMade,Qi10 Max,223.8,243.7,138.5,13.2,-0.4,86.8,-0.6,96.3,1.44,38.3,,,Straight
d,TaylorMade,Qi10 Max,210.7,251.5,146.8,4.4,-1.5,36.7,-4.6,101.1,1.45,22.1,,,Right
d,TaylorMade,Qi10 Max,227.1,249.1,141.2,11.8,1.9,80.6,8.7,99.5,1.42,36.4,,,Right
d,TaylorMade,Qi10 Max,217.0,234.1,137.1,13.2,5.0,85.3,35.3,94.3,1.45,38.1,,,Right
d,TaylorMade,Qi10 Max,229.7,251.0,141.6,12.4,1.6,84.1,7.5,97.7,1.45,37.0,,,Right
d,TaylorMade,Qi10 Max,233.0,250.8,141.1,16.3,6.1,115.5,35.6,96.7,1.46,44.9,,,Right
d,TaylorMade,Qi10 Max,206.8,225.8,138.1,9.9,2.2,64.8,43.8,97.3,1.42,32.4,,,Right
d,TaylorMade,Qi10 Max,231.1,253.7,144.5,10.3,2.7,72.3,12.0,97.3,1.49,33.4,,,Right
d,TaylorMade,Qi10 Max,181.0,218.8,137.7,2.9,-0.5,24.0,-0.7,97.8,1.41,17.5,,,Straight
d,TaylorMade,Qi10 Max,218.1,241.1,139.8,9.7,1.3,62.1,6.1,93.5,1.50,30.8,,,Straight
d,TaylorMade,Qi10 Max,210.9,232.7,134.6,11.3,6.0,70.3,22.8,95.0,1.42,34.5,,,Right
d,TaylorMade,Qi10 Max,191.3,208.6,137.5,9.0,3.6,57.4,55.3,94.5,1.46,29.9,,,Right
d,TaylorMade,Qi10 Max,211.7,232.3,133.8,12.6,5.0,77.2,19.2,93.4,1.43,36.5,,,Right
d,TaylorMade,Qi10 Max,180.2,211.8,128.7,6.7,3.0,37.4,10.2,92.3,1.39,24.0,,,Right
d,TaylorMade,Qi10 Max,219.3,239.0,136.6,14.1,3.4,93.8,14.1,97.3,1.40,40.9,,,Right
d,TaylorMade,Qi10 Max,212.8,231.6,133.7,14.8,4.6,95.0,18.2,95.7,1.40,41.8,,,Right
d,TaylorMade,Qi10 Max,211.6,234.0,135.4,10.8,-0.0,67.0,0.0,95.7,1.42,33.2,,,Straight
d,TaylorMade,Qi10 Max,210.5,229.3,136.3,10.6,5.3,66.2,43.8,93.5,1.46,32.8,,,Right
d,TaylorMade,Qi10 Max,147.8,294.5,132.2,0.5,1.5,10.2,4.6,96.3,1.37,10.0,,,Right
d,TaylorMade,Qi10 Max,162.3,184.7,134.3,7.5,-2.3,47.0,33.1,96.8,1.39,27.2,,,Left
d,TaylorMade,Qi10 Max,192.5,206.1,131.5,16.2,6.2,103.1,67.1,96.3,1.36,44.5,,,Right
d,TaylorMade,Qi10 Max,185.0,206.7,123.9,11.9,1.5,65.9,5.8,93.0,1.33,36.0,,,Right
d,TaylorMade,Qi10 Max,212.8,234.1,134.4,12.4,3.4,76.5,13.5,94.1,1.43,36.2,,,Right
d,TaylorMade,Qi10 Max,202.3,230.0,135.4,8.0,3.2,50.6,12.2,95.1,1.42,28.2,,,Right
d,TaylorMade,Qi10 Max,214.9,237.8,138.6,9.5,-4.3,60.2,-15.2,94.5,1.47,30.4,,,Left
d,TaylorMade,Qi10 Max,220.6,243.3,139.7,10.5,3.6,69.3,14.9,96.0,1.46,33.3,,,Right
d,TaylorMade,Qi10 Max,203.1,233.8,141.2,6.5,-10.4,43.9,-63.3,95.7,1.48,24.9,,,Left
d,TaylorMade,Qi10 Max,204.0,225.1,140.3,7.9,-8.1,51.8,-7.0,96.2,1.46,27.6,,,Left
d,TaylorMade,Qi10 Max,208.6,224.2,137.9,12.3,-6.4,77.9,-41.9,95.6,1.44,35.7,,,Left
d,TaylorMade,Qi10 Max,203.9,240.8,140.9,5.6,-15.1,40.2,-52.6,96.6,1.46,23.9,,,Left
d,TaylorMade,Qi10 Max,170.6,180.5,130.0,30.5,-15.5,188.9,-45.1,96.7,1.34,65.3,,,Left
d,TaylorMade,Qi10 Max,202.3,232.9,139.9,7.7,-9.2,49.9,-47.6,95.0,1.47,27.0,,,Left
d,TaylorMade,Qi10 Max,214.9,229.6,136.4,20.2,-12.9,138.9,-47.5,96.2,1.42,50.9,,,Left
d,TaylorMade,Qi10 Max,234.4,253.5,144.2,14.3,-27.4,107.5,-107.1,97.6,1.48,43.6,,,Left
d,TaylorMade,Qi10 Max,189.7,237.9,145.9,10.7,-19.1,80.1,-66.2,99.1,1.47,36.2,,,Left
d,TaylorMade,Qi10 Max,222.4,247.9,143.5,13.8,-12.6,97.3,-70.9,98.4,1.46,40.3,,,Left
d,TaylorMade,Qi10 Max,189.8,203.2,128.9,18.0,-8.8,110.8,-30.2,96.1,1.34,46.7,,,Left
d,TaylorMade,Qi10 Max,182.7,195.1,126.6,21.9,-3.9,132.7,29.4,96.7,1.31,52.8,,,Left
d,TaylorMade,Qi10 Max,168.3,201.2,138.7,5.6,-3.1,37.4,-36.0,96.0,1.44,22.8,,,Left
d,TaylorMade,Qi10 Max,175.1,186.5,129.8,14.1,-4.6,82.2,35.4,92.4,1.4,38.6,,,Left
d,TaylorMade,Qi10 Max,211.1,229.8,131.8,17.0,-7.0,105.5,-34.1,92.7,1.42,44.3,,,Left
d,TaylorMade,Qi10 Max,225.3,243.5,138.4,14.8,-1.5,98.0,-5.2,95.9,1.44,41.1,,,Right
d,TaylorMade,Qi10 Max,203.0,223.7,135.4,11.3,-7.7,71.9,8.0,98.6,1.37,35.1,,,Left
d,TaylorMade,Qi10 Max,208.4,234.4,136.9,8.7,-10.3,56.2,-36.7,97.6,1.4,29.9,,,Left
d,TaylorMade,Qi10 Max,184.5,195.4,128.9,19.6,-1.9,123.4,15.4,98.7,1.31,50.1,,,Left
d,TaylorMade,Qi10 Max,163.3,198.1,125.9,7.5,-20.9,42.9,-61.3,95.3,1.32,27.4,,,Left
d,TaylorMade,Qi10 Max,220.2,239.2,136.8,13.6,-1.9,87.8,-6.8,96.2,1.42,38.9,,,Left
d,TaylorMade,Qi10 Max,206.6,224.8,134.9,16.5,-5.0,107.3,27.2,95.5,1.41,44.2,,,Left
d,TaylorMade,Qi10 Max,191.7,204.8,131.4,19.4,-5.9,124.0,35.0,96.5,1.36,48.9,,,Left
d,TaylorMade,Qi10 Max,183.5,196.9,130.8,17.1,1.7,106.6,55.7,94.4,1.39,45.1,,,Right
d,TaylorMade,Qi10 Max,172.4,185.9,129.9,12.6,-9.0,75.9,21.2,97.1,1.34,37.5,,,Left
d,TaylorMade,Qi10 Max,222.9,245.3,141.2,10.1,-13.6,69.5,-51.6,98.1,1.44,33.5,,,Left
d,TaylorMade,Qi10 Max,186.4,198.4,133.0,13.4,-13.0,89.5,-2.1,103.6,1.28,41.6,,,Left
d,TaylorMade,Qi10 Max,210.1,229.7,134.7,12.6,-14.0,80.3,-26.2,96.7,1.39,37.7,,,Left
d,TaylorMade,Qi10 Max,168.3,179.5,120.3,29.4,-16.7,157.7,-70.0,98.9,1.22,60.2,,,Left
